trip_id,vehicle_id,date_id,start_time,end_time,start_battery_pct,end_battery_pct,distance_km,avg_speed_kmph,driving_mode,terrain,elevation_gain_m,outside_temp_c,ac_usage,traffic_condition,energy_consumed_kwh,estimated_range_km,actual_range_achieved_km,battery_health_pct_at_trip,distance_km_was_outlier,outside_temp_c_was_imputed,avg_speed_kmph_was_imputed,ac_usage_was_imputed,driving_mode_was_imputed
1254,16,20260708,2026-07-08 08:53:38.896788340,2026-07-08 09:17:46.319468752,63.7,61.9,7.8,19.4,Eco,Flat,8,27.5,False,Heavy,0.995,257,431,99.53,False,False,False,False,False
1255,16,20260708,2026-07-08 10:31:06.176645900,2026-07-08 12:09:36.003235495,61.9,54.4,28.4,17.3,Eco,Mixed,107,25.5,True,Heavy,4.1,242,381,99.53,False,True,False,False,False
1256,16,20260711,2026-07-11 08:12:36.726833404,2026-07-11 10:22:16.037178231,80.5,70.6,37.6,17.4,Eco,Mixed,45,24.1,True,Heavy,5.472,318,378,99.52,False,False,False,False,False
1257,16,20260712,2026-07-12 07:37:46.497855402,2026-07-12 08:32:50.295323756,70.6,66.4,14.5,15.8,City,Mixed,12,24.2,True,Heavy,2.33,293,342,99.51,False,False,False,False,False
1258,16,20260714,2026-07-14 07:39:45.867137192,2026-07-14 07:51:45.867137192,66.4,65.1,5.0,25.0,City,Mixed,19,26.9,False,Moderate,0.729,277,377,99.51,False,False,False,False,False
1259,16,20260714,2026-07-14 09:01:58.275802187,2026-07-14 10:54:09.525802187,65.1,55.5,35.9,19.2,Eco,Mixed,140,25.9,True,Heavy,5.278,260,374,99.51,False,False,False,False,False
1260,16,20260714,2026-07-14 12:24:15.805882691,2026-07-14 12:51:10.759153719,55.5,53.2,9.6,21.4,Eco,Flat,5,24.0,True,Heavy,1.292,219,409,99.5,False,False,False,False,False
1261,16,20260715,2026-07-15 07:41:18.590017766,2026-07-15 08:09:42.004651912,98.6,96.5,9.7,20.5,Eco,Flat,3,27.4,False,Heavy,1.168,383,457,99.5,False,False,False,False,False
1262,16,20260716,2026-07-16 06:03:53.880701184,2026-07-16 06:18:13.582193721,96.5,95.4,4.8,20.1,Eco,Flat,2,24.0,True,Heavy,0.624,379,423,99.49,False,False,False,False,False
1263,16,20260717,2026-07-17 09:36:13.013244271,2026-07-17 10:35:39.472871600,95.4,87.8,31.9,32.2,City,Flat,32,25.2,False,Light,4.203,399,417,99.49,False,False,False,False,False
1264,16,20260719,2026-07-19 08:34:01.271177908,2026-07-19 09:12:37.625065307,87.8,82.9,24.0,37.3,Eco,Flat,9,27.6,False,Light,2.686,366,491,99.48,False,False,False,False,False
1265,16,20260725,2026-07-25 09:53:19.758496236,2026-07-25 10:43:58.851980655,82.9,75.3,29.8,35.3,Eco,Mixed,28,26.9,False,Light,4.169,334,393,99.45,False,False,False,True,False
1266,16,20260728,2026-07-28 07:39:15.654886324,2026-07-28 09:04:00.654886323,75.3,66.4,33.9,24.0,City,Mixed,75,26.6,False,Moderate,4.908,304,380,99.44,False,False,False,False,False
1267,16,20260729,2026-07-29 08:29:21.099685191,2026-07-29 10:18:04.589618076,66.4,58.2,27.0,14.9,City,Hilly,137,24.3,False,Heavy,4.521,270,328,99.43,False,False,False,False,False
1268,16,20260730,2026-07-30 09:43:28.330149374,2026-07-30 10:31:28.330149373,87.6,83.9,16.4,20.5,Eco,Flat,14,27.8,False,Heavy,2.015,365,448,99.43,False,False,False,False,False
1269,16,20260731,2026-07-31 06:35:23.033339075,2026-07-31 08:18:19.875444338,83.9,76.8,32.6,19.0,Eco,Flat,38,25.9,False,Heavy,3.886,341,461,99.42,False,False,False,False,False
1270,16,20260801,2026-08-01 08:03:14.583432408,2026-08-01 08:54:15.169751626,76.8,71.1,26.1,30.7,Eco,Flat,28,22.6,False,Moderate,3.139,299,457,99.42,False,False,False,False,False
1271,16,20260801,2026-08-01 10:26:57.549959764,2026-08-01 10:56:01.879856671,71.1,68.6,9.4,19.4,City,Flat,7,23.6,True,Heavy,1.376,280,376,99.42,False,False,False,False,False
1272,16,20260804,2026-08-04 09:03:26.180667692,2026-08-04 09:42:27.067367199,68.6,65.7,13.2,20.3,Eco,Flat,4,23.0,False,Heavy,1.593,274,456,99.4,False,False,False,False,False
1273,16,20260805,2026-08-05 06:34:38.524244032,2026-08-05 07:59:04.503625475,65.7,59.3,27.3,19.4,Eco,Flat,9,24.6,False,Heavy,3.509,273,428,99.4,False,False,False,False,False
1274,16,20260806,2026-08-06 07:09:34.513645766,2026-08-06 07:45:32.551792904,80.1,75.1,22.0,36.7,Eco,Mixed,11,22.0,False,Light,2.753,336,440,99.39,False,False,False,False,False
1275,16,20260807,2026-08-07 06:02:28.671290178,2026-08-07 06:55:08.671290178,75.1,67.6,31.6,36.0,Eco,Mixed,65,23.9,True,Light,4.149,312,419,99.39,False,False,False,False,False
1276,16,20260807,2026-08-07 07:56:19.506400645,2026-08-07 09:02:35.045968990,67.6,61.1,30.7,27.8,Eco,Flat,19,21.3,False,Moderate,3.6,270,469,99.39,False,False,False,False,False
1277,16,20260809,2026-08-09 09:38:53.498814442,2026-08-09 10:07:46.832147775,61.1,59.0,9.1,18.9,Eco,Flat,4,22.5,False,Heavy,1.142,240,438,99.38,False,False,False,False,False
1278,16,20260814,2026-08-14 06:10:05.397765215,2026-08-14 06:35:26.189844422,77.9,74.9,12.8,30.3,Eco,Flat,10,23.4,True,Moderate,1.663,321,423,99.36,False,False,False,False,False
1279,16,20260815,2026-08-15 07:11:11.889245232,2026-08-15 08:11:39.370161262,74.9,68.8,26.4,26.2,City,Flat,13,20.9,False,Moderate,3.381,312,429,99.35,False,False,False,False,False
1280,16,20260816,2026-08-16 06:53:31.708258298,2026-08-16 07:35:00.851115440,68.8,65.7,12.1,17.5,Eco,Mixed,33,23.4,False,Heavy,1.681,270,396,99.35,False,False,False,False,False
1281,16,20260817,2026-08-17 09:47:56.498132461,2026-08-17 10:05:44.630000592,65.7,64.0,8.1,27.3,Eco,Flat,4,23.1,False,Moderate,0.946,268,471,99.34,False,False,False,False,False
1282,16,20260817,2026-08-17 11:32:29.331176457,2026-08-17 12:16:11.070306891,64.0,60.7,13.4,18.4,Eco,Mixed,53,23.4,False,Heavy,1.804,269,409,99.34,False,False,False,False,False
1283,16,20260818,2026-08-18 08:41:41.558375461,2026-08-18 09:24:47.839963908,60.7,56.4,19.9,27.7,Eco,Flat,9,23.0,False,Moderate,2.36,253,464,99.34,False,False,False,False,False
1284,16,20260818,2026-08-18 10:37:09.845391454,2026-08-18 11:24:54.961670523,56.4,49.4,30.8,38.7,Eco,Flat,11,22.5,True,Light,3.853,221,440,99.34,False,False,False,False,False
1285,16,20260818,2026-08-18 13:30:16.600100662,2026-08-18 13:40:27.670211363,49.4,48.1,4.6,27.1,Eco,Hilly,12,21.4,True,Light,0.709,196,357,99.34,False,False,False,False,False
1286,16,20260818,2026-08-18 14:40:55.852398340,2026-08-18 15:24:29.551028476,48.1,38.4,31.8,43.8,Sport,Flat,20,23.1,False,Moderate,5.319,189,329,99.33,False,False,False,False,False
1287,16,20260819,2026-08-19 08:27:06.714092483,2026-08-19 09:33:24.974962048,89.9,83.2,30.5,27.6,Eco,Flat,18,23.1,True,Moderate,3.709,375,452,99.33,False,False,False,False,False
1288,16,20260821,2026-08-21 08:49:29.717359771,2026-08-21 10:03:37.884899038,83.2,77.6,23.6,19.1,Eco,Flat,11,21.3,True,Heavy,3.067,349,423,99.32,False,False,False,False,False
1289,16,20260822,2026-08-22 07:04:50.200235825,2026-08-22 08:14:47.771086027,77.6,69.7,28.8,24.7,City,Mixed,76,20.5,False,Moderate,4.359,318,363,99.31,False,False,False,False,False
1290,16,20260822,2026-08-22 10:20:23.624766043,2026-08-22 11:23:08.930888491,69.7,64.7,20.5,19.6,Eco,Flat,7,24.0,True,Heavy,2.732,298,413,99.31,False,False,False,False,False
1291,16,20260823,2026-08-23 06:49:38.051399447,2026-08-23 07:29:31.233217628,64.7,61.5,11.7,17.6,City,Mixed,9,24.4,False,Heavy,1.781,253,361,99.31,False,False,False,False,False
1292,16,20260829,2026-08-29 07:35:26.151300595,2026-08-29 07:55:08.504241771,61.5,59.9,6.7,20.4,Eco,Flat,2,24.4,True,Heavy,0.868,256,425,99.28,False,False,False,False,False
1293,16,20260831,2026-08-31 08:55:27.693340031,2026-08-31 09:43:52.956497925,91.8,86.6,23.0,28.5,Eco,Mixed,70,23.5,False,Moderate,2.887,370,438,99.27,False,False,False,False,False
1294,16,20260902,2026-09-02 07:58:19.320000061,2026-09-02 08:13:19.320000061,86.6,84.5,10.0,40.0,Eco,Flat,6,21.6,False,Light,1.163,363,473,99.26,False,False,False,False,False
1295,16,20260903,2026-09-03 06:59:22.016891633,2026-09-03 08:18:18.187104398,84.5,75.7,37.1,28.2,Eco,Flat,28,22.8,True,Moderate,4.833,345,422,99.26,False,False,False,False,False
1296,16,20260904,2026-09-04 06:59:16.077383388,2026-09-04 07:59:16.077383388,75.7,68.6,29.8,29.8,Eco,Flat,16,21.7,True,Moderate,3.896,318,421,99.25,False,False,False,False,False
1297,16,20260905,2026-09-05 08:08:07.678747895,2026-09-05 09:20:46.714892473,68.6,62.7,20.1,16.6,City,Mixed,49,22.1,True,Heavy,3.246,275,341,99.25,False,False,False,False,False
1298,16,20260906,2026-09-06 06:53:38.626098884,2026-09-06 08:06:54.544466230,62.7,54.9,35.9,29.4,Eco,Flat,22,21.8,False,Moderate,4.281,246,461,99.24,False,False,False,False,False
1299,16,20260907,2026-09-07 09:57:13.863758720,2026-09-07 10:06:32.954667810,85.6,84.5,4.1,26.4,Eco,Mixed,11,20.0,True,Moderate,0.582,350,387,99.24,False,False,False,False,False
1300,16,20260907,2026-09-07 11:46:14.047687408,2026-09-07 12:21:20.430666131,84.5,81.8,11.0,18.8,Eco,Mixed,17,19.4,False,Heavy,1.492,335,405,99.24,False,False,False,False,False
1301,16,20260909,2026-09-09 08:04:33.420733136,2026-09-09 09:26:15.809811634,81.8,73.4,39.9,29.3,Eco,Flat,7,20.7,False,Moderate,4.623,316,475,99.23,False,False,False,False,False
1302,16,20260911,2026-09-11 08:39:05.491322995,2026-09-11 10:26:33.252517024,73.4,65.0,36.0,20.1,Eco,Flat,41,22.8,True,Heavy,4.604,296,430,99.22,False,False,False,False,False
1303,16,20260911,2026-09-11 10:52:48.463903469,2026-09-11 13:09:43.229004140,65.0,55.0,34.0,14.9,Eco,Hilly,108,20.7,True,Heavy,5.487,265,341,99.22,False,False,False,False,False
1304,16,20260915,2026-09-15 09:15:33.170615049,2026-09-15 10:46:41.872905125,96.9,87.6,39.8,26.2,Eco,Mixed,140,19.3,False,Moderate,5.114,411,428,99.2,False,False,False,False,False
1305,16,20260915,2026-09-15 11:09:01.734237258,2026-09-15 11:55:53.162808686,87.6,83.6,16.4,21.0,Eco,Flat,4,18.0,True,Heavy,2.177,366,414,99.2,False,False,False,False,False
1306,16,20260915,2026-09-15 14:38:03.766351212,2026-09-15 14:49:58.052065497,83.6,82.1,7.5,37.8,Eco,Flat,7,22.8,False,Light,0.84,346,491,99.2,False,False,False,False,False
1307,16,20260916,2026-09-16 09:35:19.718240675,2026-09-16 11:23:02.157265065,82.1,73.7,36.8,20.5,Eco,Flat,11,21.8,False,Heavy,4.643,344,436,99.19,False,False,False,False,False
1308,16,20260919,2026-09-19 06:48:58.246725196,2026-09-19 08:48:58.246725196,73.7,63.9,38.2,19.1,Eco,Mixed,144,19.4,True,Heavy,5.399,293,389,99.18,False,False,False,False,False
1309,17,20260323,2026-03-23 07:22:18.395042326,2026-03-23 08:57:47.241196172,100.0,82.5,33.1,20.8,City,Hilly,77,34.1,True,Moderate,4.2,233,189,94.8,False,False,False,False,False
1310,17,20260323,2026-03-23 10:09:33.871085910,2026-03-23 10:46:52.332624371,82.5,77.5,9.7,15.6,City,Mixed,5,34.2,True,Heavy,1.199,204,194,94.8,False,False,False,False,True
1311,17,20260324,2026-03-24 08:35:24.234616031,2026-03-24 09:08:13.214207867,77.5,71.7,13.4,24.5,City,Mixed,24,31.0,False,Moderate,1.381,182,233,94.79,False,False,False,False,False
1312,17,20260324,2026-03-24 10:03:52.452608382,2026-03-24 10:44:09.235825165,71.7,63.2,19.2,28.6,City,Mixed,31,32.2,True,Light,2.029,163,227,94.79,False,False,False,False,False
1313,17,20260325,2026-03-25 08:48:21.841681719,2026-03-25 09:15:18.508348385,63.2,59.4,9.7,21.6,Eco,Flat,10,30.7,True,Heavy,0.905,146,257,94.78,False,False,False,False,False
1314,17,20260327,2026-03-27 07:58:43.010103863,2026-03-27 08:38:20.580197320,78.6,69.4,21.2,32.1,City,Flat,10,33.2,True,Light,2.212,189,230,94.77,False,False,False,False,False
1315,17,20260327,2026-03-27 09:27:17.648749179,2026-03-27 09:54:55.830567360,69.4,65.6,7.6,16.5,City,Mixed,20,33.8,True,Heavy,0.908,157,201,94.77,False,False,False,False,False
1316,17,20260328,2026-03-28 09:39:53.812006354,2026-03-28 10:28:22.740577782,65.6,57.2,18.1,22.4,City,Mixed,32,32.5,True,Moderate,2.011,160,216,94.76,False,False,False,False,False
1317,17,20260329,2026-03-29 08:55:37.921973349,2026-03-29 09:28:23.182519254,96.8,88.4,22.0,40.3,Eco,Flat,13,33.7,True,Light,2.018,237,262,94.75,False,False,False,False,False
1318,17,20260329,2026-03-29 10:29:58.774251950,2026-03-29 10:54:01.631394807,88.4,84.0,10.1,25.2,City,Flat,10,32.1,True,Moderate,1.067,203,227,94.75,False,False,False,False,False
1319,17,20260331,2026-03-31 08:05:04.785195183,2026-03-31 09:02:01.001411399,84.0,70.1,31.6,33.3,City,Flat,16,32.1,True,Light,3.329,200,228,94.74,False,False,False,False,False
1320,17,20260331,2026-03-31 09:49:52.248975709,2026-03-31 10:21:07.534146811,70.1,64.3,13.7,26.3,City,Flat,7,30.4,True,Moderate,1.388,161,237,94.74,False,False,False,False,False
1321,17,20260401,2026-04-01 07:18:35.101654058,2026-04-01 08:17:37.593666837,64.3,50.3,30.8,31.3,City,Mixed,35,32.7,True,Light,3.349,150,221,94.73,False,False,False,False,False
1322,17,20260401,2026-04-01 09:22:18.070394515,2026-04-01 09:49:46.385001256,50.3,42.2,16.3,35.6,City,Flat,6,37.1,True,Light,1.946,115,201,94.73,False,False,False,False,False
1323,17,20260401,2026-04-01 12:19:57.258275776,2026-04-01 13:34:19.034337552,42.2,27.1,32.1,25.9,City,Flat,24,36.4,True,Moderate,3.617,95,213,94.73,False,False,False,False,False
1324,17,20260401,2026-04-01 13:58:57.368503804,2026-04-01 14:18:57.368503804,93.7,90.4,9.3,27.9,Eco,Flat,10,35.0,False,Moderate,0.782,217,285,94.73,False,False,False,False,False
1325,17,20260402,2026-04-02 09:00:15.589099555,2026-04-02 09:22:12.512176478,90.4,76.5,21.4,58.5,Sport,Mixed,77,35.3,True,Light,3.348,219,153,94.72,False,False,False,False,False
1326,17,20260403,2026-04-03 07:23:38.824491359,2026-04-03 07:42:57.445181014,76.5,71.6,8.4,26.1,City,Hilly,64,36.6,True,Light,1.166,188,173,94.71,False,False,False,False,False
1327,17,20260404,2026-04-04 09:22:58.488238821,2026-04-04 10:40:38.165658175,71.6,56.7,32.1,24.8,Eco,Mixed,17,35.1,False,Moderate,3.582,171,215,94.7,False,False,False,True,False
1328,17,20260404,2026-04-04 11:53:08.561176760,2026-04-04 12:59:54.786857693,56.7,40.6,28.6,25.7,City,Hilly,254,36.5,True,Light,3.875,133,177,94.7,False,False,False,False,False
1329,17,20260405,2026-04-05 08:54:16.120120987,2026-04-05 09:12:38.160937313,77.1,73.6,7.5,24.5,City,Flat,8,36.2,True,Moderate,0.848,183,212,94.7,False,False,False,False,False
1330,17,20260407,2026-04-07 09:39:56.672559130,2026-04-07 11:30:18.101130558,73.6,55.8,30.9,16.8,City,Mixed,106,36.4,True,Heavy,4.276,173,173,94.68,False,False,False,False,False
1331,17,20260408,2026-04-08 06:35:28.420246153,2026-04-08 06:54:06.228465331,84.3,81.0,6.8,21.9,Eco,Hilly,38,33.5,True,Moderate,0.794,205,206,94.67,False,False,False,False,False
1332,17,20260408,2026-04-08 09:14:14.465065777,2026-04-08 10:01:40.179351491,81.0,68.8,24.9,31.5,City,Mixed,23,35.8,True,Light,2.93,193,204,94.67,False,False,False,False,False
1333,17,20260408,2026-04-08 11:00:15.038082803,2026-04-08 11:42:13.172797828,68.8,61.2,13.5,19.3,City,Hilly,31,36.7,False,Moderate,1.825,155,178,94.67,False,False,False,False,False
1334,17,20260410,2026-04-10 08:07:28.110579881,2026-04-10 08:33:03.245715016,61.2,54.5,14.2,33.3,Eco,Mixed,42,36.0,True,Light,1.603,139,213,94.66,False,False,False,False,False
1335,17,20260410,2026-04-10 09:26:06.452850249,2026-04-10 10:01:05.392779577,54.5,46.6,16.5,28.3,City,Mixed,48,34.9,True,Light,1.896,130,209,94.66,False,False,False,False,False
1336,17,20260411,2026-04-11 06:58:04.720673397,2026-04-11 08:06:40.720673397,80.2,63.3,34.3,30.0,City,Mixed,61,35.2,False,Light,4.06,189,203,94.65,False,False,False,True,False
1337,17,20260412,2026-04-12 06:59:06.867701691,2026-04-12 07:17:22.519875604,63.3,58.9,9.8,32.2,City,Mixed,8,33.6,True,Light,1.065,148,221,94.64,False,False,False,False,False
1338,17,20260412,2026-04-12 08:23:48.222121752,2026-04-12 09:24:07.169490173,58.9,50.1,19.1,19.0,City,Flat,13,35.0,True,Heavy,2.104,143,218,94.64,False,False,False,False,False
1339,17,20260413,2026-04-13 09:39:23.221326403,2026-04-13 10:44:58.814546741,75.1,63.9,25.8,23.6,City,Flat,6,33.2,True,Moderate,2.694,177,230,94.63,False,True,False,False,False
1340,17,20260413,2026-04-13 13:44:50.903939634,2026-04-13 14:31:56.990896155,63.9,43.0,32.5,41.4,Sport,Mixed,127,35.1,True,Moderate,5.007,144,156,94.63,False,False,False,False,False
1341,17,20260413,2026-04-13 17:26:05.002684840,2026-04-13 17:54:23.879089334,43.0,38.7,8.4,17.8,City,Flat,9,37.3,True,Heavy,1.032,98,195,94.63,False,False,False,False,False
1342,17,20260414,2026-04-14 07:48:47.342010075,2026-04-14 08:44:12.765738888,91.9,81.9,21.8,23.6,City,Flat,14,36.4,False,Moderate,2.4,223,218,94.62,False,False,False,False,False
1343,17,20260415,2026-04-15 09:40:11.175297897,2026-04-15 10:15:47.319876210,81.9,73.7,19.7,33.2,Eco,Mixed,52,32.4,True,Light,1.964,189,241,94.62,False,False,False,False,False
1344,17,20260416,2026-04-16 07:16:46.575188512,2026-04-16 07:38:33.943609564,73.7,61.2,20.7,57.0,Sport,Flat,13,36.6,True,Light,3.004,181,165,94.61,False,False,False,False,False
1345,17,20260416,2026-04-16 09:11:07.666034015,2026-04-16 10:14:13.643893793,61.2,45.5,28.5,27.1,City,Hilly,240,37.2,False,Light,3.78,149,181,94.61,False,False,False,False,False
1346,17,20260416,2026-04-16 12:38:19.976662293,2026-04-16 12:52:20.443588363,45.5,42.9,6.0,25.7,City,Flat,3,34.9,True,Moderate,0.632,113,228,94.61,False,False,False,False,False
1347,17,20260416,2026-04-16 15:11:55.607359931,2026-04-16 16:19:25.607359931,42.9,28.9,29.7,26.4,City,Flat,23,36.2,True,Moderate,3.362,98,212,94.61,False,False,False,False,False
1348,17,20260417,2026-04-17 09:29:36.206276085,2026-04-17 09:47:01.001228766,95.6,90.7,9.2,31.7,Sport,Flat,7,33.1,True,Heavy,1.185,234,186,94.6,False,False,False,False,False
1349,17,20260420,2026-04-20 08:53:47.920924083,2026-04-20 09:12:36.569572731,90.7,87.7,5.8,18.5,City,Flat,5,36.2,True,Heavy,0.732,216,190,94.58,False,False,False,False,False
1350,17,20260424,2026-04-24 09:21:38.717188329,2026-04-24 10:15:18.339829838,87.7,76.5,23.7,26.5,City,Flat,17,35.5,False,Moderate,2.698,209,211,94.55,False,False,False,True,False
1351,17,20260424,2026-04-24 11:49:48.254315876,2026-04-24 12:26:38.958541228,76.5,68.3,21.8,35.5,Eco,Flat,5,37.3,False,Light,1.973,177,265,94.55,False,False,False,False,False
1352,17,20260424,2026-04-24 14:06:00.644139743,2026-04-24 14:32:37.296859408,68.3,63.1,10.6,23.9,City,Flat,10,36.9,True,Moderate,1.241,156,205,94.55,False,False,False,False,False
1353,17,20260426,2026-04-26 07:43:35.344666158,2026-04-26 08:39:37.982028795,63.1,52.3,25.5,27.3,City,Flat,7,33.2,True,Moderate,2.599,151,235,94.53,False,False,False,False,False
1354,17,20260501,2026-05-01 06:47:10.951818030,2026-05-01 06:56:29.179666131,80.9,77.9,4.9,31.6,Sport,Flat,2,35.8,True,Heavy,0.711,200,165,94.5,False,False,False,False,False
1355,17,20260504,2026-05-04 08:27:40.837497154,2026-05-04 08:55:05.281941598,77.9,73.8,7.4,16.2,City,Mixed,4,35.8,True,Heavy,0.995,191,178,94.48,False,False,False,False,False
1356,17,20260505,2026-05-05 08:37:13.238059385,2026-05-05 10:21:49.173888262,73.8,56.5,32.6,18.7,City,Flat,32,37.6,True,Heavy,4.151,168,188,94.47,False,False,False,False,False
1357,17,20260508,2026-05-08 06:01:30.556789554,2026-05-08 07:29:16.514236362,95.2,81.3,27.5,18.8,City,Flat,30,38.4,True,Heavy,3.338,217,198,94.45,False,False,False,False,False
1358,17,20260509,2026-05-09 08:35:30.419439981,2026-05-09 08:53:58.111747673,81.3,77.1,8.4,27.3,City,Flat,7,36.4,True,Moderate,1.015,188,199,94.44,False,False,False,False,False
1359,17,20260509,2026-05-09 10:47:18.185748384,2026-05-09 11:10:27.891630736,77.1,72.9,10.5,27.2,Eco,Mixed,18,34.4,True,Moderate,1.019,190,247,94.44,False,False,False,False,False
1360,17,20260510,2026-05-10 07:52:52.676511773,2026-05-10 08:50:40.473121942,72.9,57.2,34.1,35.4,City,Flat,34,37.1,True,Light,3.762,173,218,94.43,False,False,False,False,False
1361,17,20260512,2026-05-12 08:17:59.603469452,2026-05-12 09:46:46.134081696,75.9,58.4,29.0,19.6,City,Hilly,228,33.2,True,Moderate,4.194,181,166,94.41,False,True,False,False,False
1362,17,20260513,2026-05-13 07:54:57.160744715,2026-05-13 08:29:07.934738523,85.3,75.3,18.4,32.3,City,Mixed,41,36.9,True,Light,2.389,200,185,94.41,False,False,False,False,False
1363,17,20260514,2026-05-14 06:05:40.352745062,2026-05-14 06:17:56.264347271,75.3,72.6,7.4,36.2,Eco,Flat,7,38.4,False,Light,0.658,177,270,94.4,False,False,False,False,False
1364,17,20260515,2026-05-15 06:10:28.014140762,2026-05-15 07:14:55.975305810,72.6,56.0,33.2,30.9,City,Mixed,101,38.2,True,Light,3.984,166,200,94.39,False,False,False,False,False
1365,17,20260516,2026-05-16 08:09:40.787115349,2026-05-16 08:29:48.171730733,80.8,75.9,10.9,32.5,City,Flat,4,33.7,True,Light,1.167,195,224,94.38,False,False,False,False,False
1366,17,20260517,2026-05-17 06:02:20.088147086,2026-05-17 06:17:02.139429137,75.9,72.3,8.6,35.1,City,Flat,1,36.0,False,Light,0.868,174,238,94.38,False,False,False,False,False
1367,17,20260517,2026-05-17 07:10:20.257741116,2026-05-17 08:14:31.077413247,72.3,60.9,26.1,24.4,City,Flat,6,34.7,True,Moderate,2.725,171,230,94.38,False,False,False,False,False
1368,17,20260518,2026-05-18 08:17:13.016942895,2026-05-18 08:34:00.159800037,60.9,58.5,4.7,16.8,Eco,Hilly,21,34.1,True,Heavy,0.584,146,193,94.37,False,False,False,False,False
1369,17,20260518,2026-05-18 10:54:28.658073508,2026-05-18 11:38:11.174629799,58.5,48.9,22.0,30.2,Eco,Flat,20,38.2,True,Moderate,2.293,140,230,94.37,False,False,False,False,False
1370,17,20260519,2026-05-19 08:55:55.995726961,2026-05-19 09:46:56.724471900,88.5,77.2,21.0,24.7,City,Hilly,71,38.2,False,Light,2.712,218,186,94.36,False,False,False,False,False
1371,17,20260519,2026-05-19 10:15:03.081566406,2026-05-19 10:34:27.787448758,77.2,73.3,7.7,23.8,Eco,Hilly,73,36.9,True,Moderate,0.937,175,197,94.36,False,False,False,False,False
1372,17,20260519,2026-05-19 11:07:39.614025675,2026-05-19 11:26:07.306333367,73.3,68.3,12.0,39.0,Eco,Flat,13,36.3,True,Light,1.21,181,238,94.36,False,False,False,False,False
1373,17,20260519,2026-05-19 12:35:34.147159645,2026-05-19 13:01:24.916390414,68.3,62.5,14.0,32.5,City,Flat,2,33.6,True,Light,1.394,168,241,94.36,False,False,False,False,False
1374,17,20260521,2026-05-21 07:00:05.513150101,2026-05-21 07:12:02.995667583,62.5,59.7,5.7,28.6,City,Mixed,20,35.7,True,Light,0.674,152,203,94.34,False,False,False,False,False
1375,17,20260521,2026-05-21 09:27:24.765907606,2026-05-21 10:37:33.461559779,59.7,49.5,24.2,20.7,Eco,Flat,23,36.0,False,Heavy,2.448,136,237,94.34,False,False,False,False,False
1376,17,20260522,2026-05-22 06:33:46.633147038,2026-05-22 06:59:24.133147038,49.5,45.8,8.2,19.2,City,Flat,6,34.8,True,Heavy,0.883,115,223,94.34,False,False,False,False,False
1377,17,20260522,2026-05-22 07:50:13.605699212,2026-05-22 07:58:41.371150876,45.8,41.4,8.9,63.1,Sport,Flat,10,33.6,True,Light,1.066,106,200,94.34,False,False,False,False,False
1378,17,20260523,2026-05-23 09:45:11.060793697,2026-05-23 10:36:58.429214749,92.2,79.0,24.6,28.5,City,Mixed,15,33.2,True,Light,3.163,210,187,94.33,False,True,False,False,False
1379,17,20260523,2026-05-23 12:11:19.052569776,2026-05-23 13:24:19.775461342,79.0,69.7,20.2,16.6,City,Flat,18,33.9,True,Heavy,2.227,180,218,94.33,False,False,False,False,False
1380,17,20260524,2026-05-24 09:56:03.972355565,2026-05-24 10:12:17.944958304,69.7,65.6,7.9,29.2,City,Mixed,18,35.6,True,Light,0.993,164,191,94.32,False,False,False,False,False
1381,17,20260524,2026-05-24 11:32:10.853055442,2026-05-24 12:57:10.853055441,65.6,49.3,32.3,22.8,City,Mixed,98,37.6,False,Moderate,3.912,152,198,94.32,False,False,False,False,False
1382,17,20260526,2026-05-26 09:57:01.090781317,2026-05-26 10:19:57.561369552,78.6,73.5,14.3,37.4,Eco,Flat,13,33.6,True,Light,1.224,180,280,94.3,False,False,False,False,False
1383,17,20260527,2026-05-27 08:55:39.201555039,2026-05-27 09:43:27.251347570,73.5,64.1,19.2,24.1,City,Flat,21,36.3,True,Moderate,2.247,178,205,94.3,False,False,False,False,False
1384,17,20260528,2026-05-28 06:30:17.533474379,2026-05-28 08:03:31.379628225,64.1,45.5,30.3,19.5,City,Hilly,130,38.4,True,Moderate,4.455,150,163,94.29,False,False,False,False,False
1385,17,20260530,2026-05-30 09:49:32.054414026,2026-05-30 10:43:50.214651414,78.3,64.1,30.5,33.7,City,Flat,19,37.8,True,Light,3.414,188,214,94.27,False,False,False,False,False
1386,17,20260531,2026-05-31 08:18:45.807780513,2026-05-31 09:24:45.807780513,64.1,53.9,19.8,18.0,City,Flat,9,38.4,True,Heavy,2.456,147,193,94.27,False,False,False,False,False
1387,17,20260601,2026-06-01 07:13:49.433232341,2026-06-01 07:26:41.607145384,95.3,92.3,7.4,34.5,City,Flat,4,34.3,True,Light,0.726,230,245,94.26,False,False,False,False,False
1388,17,20260605,2026-06-05 06:41:17.772547659,2026-06-05 07:18:46.761311703,92.3,76.8,27.8,44.5,Sport,Mixed,61,33.8,True,Moderate,3.709,219,180,94.23,False,False,False,False,False
1389,17,20260606,2026-06-06 08:07:29.228397855,2026-06-06 08:52:56.501125127,76.8,65.8,25.0,33.0,City,Flat,26,33.6,True,Light,2.632,185,228,94.22,False,False,False,False,False
