charging_id,vehicle_id,station_id,date_id,start_time,end_time,start_battery_pct,end_battery_pct,energy_added_kwh,charging_power_kw,charging_time_min,wait_time_min,charging_cost_inr,charging_success,connector_used,energy_added_was_outlier,wait_time_min_was_imputed,charging_cost_inr_was_imputed
329,66,54,20260429,2026-04-29 12:01:11.483730763,2026-04-29 13:18:11.483730763,22.1,76.0,27.265,19.75,77,11.0,545.3,True,CCS2,False,False,False
330,66,137,20260506,2026-05-06 16:50:03.657325173,2026-05-06 17:36:03.657325173,19.8,81.4,29.769,38.06,46,9.0,640.03,True,CCS2,False,False,False
331,66,12,20260511,2026-05-11 10:36:31.427155300,2026-05-11 11:28:31.427155300,5.0,77.8,34.935,38.61,52,15.0,733.63,True,CCS2,False,False,False
332,66,12,20260529,2026-05-29 12:54:16.017548636,2026-05-29 13:35:16.017548636,28.9,80.3,26.204,38.04,41,18.0,550.28,True,CCS2,False,False,False
333,66,137,20260626,2026-06-26 16:00:15.510418871,2026-06-26 16:56:15.510418871,5.0,72.1,32.415,35.31,56,14.0,696.92,True,CCS2,False,False,False
334,66,54,20260627,2026-06-27 17:50:24.964892433,2026-06-27 19:31:24.964892433,9.7,83.9,36.112,20.52,101,17.0,794.46,True,CCS2,False,False,False
335,66,23,20260716,2026-07-16 11:54:50.033699961,2026-07-16 12:44:50.033699961,27.3,70.8,21.726,25.48,50,12.0,456.25,True,CCS2,False,False,False
336,66,42,20260807,2026-08-07 11:27:46.614585459,2026-08-07 12:08:46.614585459,16.4,84.9,33.731,49.27,41,10.0,742.08,True,CCS2,False,False,False
337,66,17,20260821,2026-08-21 14:19:44.186485242,2026-08-21 14:55:44.186485242,23.5,74.2,25.183,40.95,36,12.0,528.84,True,CCS2,False,False,False
338,66,12,20260909,2026-09-09 13:00:33.975276204,2026-09-09 13:56:33.975276204,5.0,70.0,31.078,33.13,56,11.0,652.64,True,CCS2,False,False,False
339,68,71,20260513,2026-05-13 16:31:25.372606865,2026-05-13 16:57:25.372606865,29.1,84.9,15.412,41.67,26,3.0,308.24,True,CCS2,False,False,False
340,71,134,20260401,2026-04-01 11:19:18.828644126,2026-04-01 14:01:18.828644126,13.4,86.8,19.959,6.61,162,4.0,229.53,True,TYPE 2,False,False,False
341,71,178,20260413,2026-04-13 10:00:32.870914788,2026-04-13 14:47:32.870914788,27.3,86.9,15.705,3.04,287,4.0,181.39,True,TYPE 2,False,False,False
342,71,168,20260427,2026-04-27 13:48:51.119737598,2026-04-27 19:50:51.119737598,23.8,99.6,20.338,3.04,362,5.0,223.72,True,TYPE 2,False,False,False
343,71,115,20260501,2026-05-01 09:21:41.937877608,2026-05-01 09:57:41.937877608,22.7,70.7,12.495,21.76,36,0.0,287.38,True,CCS2,False,False,False
344,71,169,20260507,2026-05-07 09:20:03.625949990,2026-05-07 10:15:03.625949990,14.4,81.8,17.243,18.92,55,7.0,327.62,True,CCS2,False,False,False
345,71,168,20260524,2026-05-24 13:34:38.382720149,2026-05-24 20:20:38.382720149,5.0,92.4,22.125,3.12,406,1.0,221.25,True,TYPE 2,False,False,False
346,71,57,20260623,2026-06-23 10:59:45.147262234,2026-06-23 11:51:45.147262234,11.4,76.4,17.502,20.04,52,6.0,350.04,True,CCS2,False,False,False
347,71,57,20260707,2026-07-07 13:51:31.593577459,2026-07-07 14:51:31.593577459,11.1,74.8,17.145,16.8,60,8.0,342.9,True,CCS2,False,False,False
348,71,78,20260731,2026-07-31 15:07:55.873543471,2026-07-31 16:12:55.873543471,5.0,77.5,19.392,17.28,65,7.0,426.62,True,CCS2,False,False,False
349,71,178,20260804,2026-08-04 13:24:47.078216818,2026-08-04 18:46:47.078216818,16.3,85.2,17.437,3.1,322,0.0,183.09,True,TYPE 2,False,False,False
350,71,78,20260821,2026-08-21 07:49:28.391380831,2026-08-21 08:46:28.391380831,14.6,78.7,16.888,17.74,57,1.0,371.54,True,CCS2,False,False,False
351,71,132,20260830,2026-08-30 07:12:48.035846150,2026-08-30 08:00:48.035846150,24.0,78.6,14.11,17.0,48,5.0,275.14,True,CCS2,False,False,False
352,71,154,20260919,2026-09-19 07:55:56.876018034,2026-09-19 11:00:56.876018034,5.0,92.5,22.697,6.94,185,0.0,224.7,True,TYPE 2,False,False,False
353,73,81,20260914,2026-09-14 15:43:06.403889250,2026-09-14 16:15:06.403889250,26.9,75.5,21.876,42.98,32,4.0,481.27,True,CCS2,False,False,False
354,74,69,20260611,2026-06-11 08:05:38.263061682,2026-06-11 08:52:38.263061682,17.0,80.0,36.664,49.61,47,9.0,806.61,True,CCS2,False,False,False
355,74,56,20260714,2026-07-14 12:54:55.991679135,2026-07-14 23:09:55.991679135,28.7,87.3,35.654,3.17,615,7.0,356.54,True,TYPE 2,False,False,False
356,74,168,20260720,2026-07-20 20:27:01.409138293,2026-07-21 08:48:01.409138293,20.5,89.9,41.427,3.11,741,7.0,414.27,True,TYPE 2,False,False,False
357,74,69,20260916,2026-09-16 19:23:48.800553488,2026-09-16 20:10:48.800553488,8.3,73.2,38.554,51.21,47,6.0,771.08,True,CCS2,False,False,False
358,75,181,20260405,2026-04-05 12:35:07.755417664,2026-04-05 19:31:07.755417664,5.0,87.7,51.572,6.64,416,16.0,595.66,True,TYPE 2,False,False,False
359,75,73,20260411,2026-04-11 22:42:07.689270582,2026-04-12 06:40:07.689270582,5.0,98.8,54.321,6.52,478,16.0,543.21,True,TYPE 2,False,False,False
360,75,127,20260501,2026-05-01 21:20:43.115418885,2026-05-01 22:50:43.115418885,12.8,70.2,33.591,21.65,90,17.0,655.02,True,CCS2,False,False,False
361,75,121,20260503,2026-05-03 16:32:36.193120770,2026-05-03 22:50:36.193120770,9.8,88.1,46.859,6.89,378,14.0,541.22,True,TYPE 2,False,False,False
362,75,167,20260512,2026-05-12 10:11:36.152131855,2026-05-12 16:46:36.152131855,5.0,86.6,49.245,6.89,395,9.0,640.18,True,TYPE 2,False,False,False
363,75,9,20260515,2026-05-15 21:04:05.395064854,2026-05-15 22:12:05.395064854,5.6,74.1,41.818,34.55,68,14.0,966.0,True,CCS2,False,False,False
364,75,1,20260524,2026-05-24 13:37:07.192121025,2026-05-24 14:40:07.192121025,5.0,82.9,48.287,43.74,63,12.0,1014.03,True,CCS2,False,False,False
365,75,50,20260530,2026-05-30 15:33:07.581319141,2026-05-30 16:28:07.581319141,5.0,83.5,48.005,50.01,55,15.0,379.48,True,CCS2,False,False,True
366,75,38,20260530,2026-05-31 07:37:00.212274056,2026-05-31 08:24:00.212274056,5.0,83.8,48.292,57.39,47,8.0,1115.55,True,CCS2,False,False,False
367,75,127,20260605,2026-06-05 20:06:06.658301518,2026-06-05 21:44:06.658301518,16.4,85.0,42.657,23.92,98,19.0,914.99,True,CCS2,False,False,False
368,75,28,20260606,2026-06-06 22:01:46.711898014,2026-06-07 04:56:46.711898014,5.0,89.8,50.622,6.81,415,9.0,612.53,True,TYPE 2,False,False,False
369,75,121,20260608,2026-06-08 15:48:28.382435530,2026-06-08 22:31:28.382435530,17.0,99.9,48.463,6.88,403,16.0,508.86,True,TYPE 2,False,False,False
370,75,28,20260609,2026-06-09 23:11:37.161108967,2026-06-10 04:36:37.161108967,21.9,88.7,41.411,6.86,325,12.0,455.52,True,TYPE 2,False,False,False
371,75,167,20260616,2026-06-16 20:46:58.427941392,2026-06-17 03:17:58.427941392,10.1,86.0,46.613,6.48,391,15.0,605.97,True,TYPE 2,False,False,False
372,75,127,20260617,2026-06-17 21:25:04.221462773,2026-06-17 23:05:04.221462773,5.3,76.8,42.515,24.51,100,15.0,911.95,True,CCS2,False,False,False
373,75,21,20260629,2026-06-29 21:25:56.582588024,2026-06-29 22:06:56.582588024,9.3,73.4,37.98,58.24,41,12.0,797.58,True,CCS2,False,False,False
374,75,1,20260629,2026-06-30 05:26:50.748836016,2026-06-30 06:16:50.748836016,12.2,71.6,35.389,44.07,50,10.0,743.17,True,CCS2,False,False,False
375,75,73,20260731,2026-07-31 15:42:59.145993375,2026-07-31 22:48:59.145993375,5.0,94.4,55.597,6.96,426,18.0,555.97,True,TYPE 2,False,False,False
376,75,73,20260811,2026-08-11 14:00:00.161854187,2026-08-11 20:53:00.161854187,14.2,98.6,52.596,6.81,413,14.0,578.56,True,TYPE 2,False,False,False
377,75,19,20260817,2026-08-17 11:02:18.350670364,2026-08-17 12:10:18.350670364,6.9,73.7,40.962,34.19,68,9.0,860.2,True,CCS2,False,True,False
378,75,73,20260825,2026-08-25 15:46:37.308709692,2026-08-25 23:27:37.308709692,5.0,97.6,55.233,6.71,461,16.0,552.33,True,TYPE 2,False,False,False
379,76,12,20260326,2026-03-26 15:50:22.881901606,2026-03-26 16:32:22.881901606,13.1,78.2,14.156,19.94,42,14.0,297.28,True,CCS2,False,False,False
380,76,124,20260329,2026-03-29 15:45:40.415483520,2026-03-29 16:30:40.415483520,14.2,83.6,14.151,18.25,45,18.0,275.94,True,CCS2,False,False,False
381,76,23,20260330,2026-03-30 10:53:53.406160896,2026-03-30 11:47:53.406160896,5.0,75.4,14.229,16.32,54,18.0,298.81,True,CCS2,False,False,False
382,76,17,20260330,2026-03-30 17:32:57.214190097,2026-03-30 18:17:57.214190097,5.0,78.6,15.983,20.36,45,11.0,335.64,True,CCS2,False,False,False
383,76,59,20260402,2026-04-02 13:58:25.324371124,2026-04-02 14:47:25.324371124,5.0,75.1,15.142,17.67,49,18.0,302.84,True,CCS2,False,False,False
384,76,23,20260403,2026-04-03 14:04:10.348318103,2026-04-03 14:54:10.348318103,5.0,71.7,13.919,17.01,50,11.0,292.3,True,CCS2,False,False,False
385,76,59,20260415,2026-04-15 14:56:27.163910392,2026-04-15 15:41:27.163910392,5.0,71.0,14.274,18.59,45,10.0,314.03,True,CCS2,False,False,False
386,76,54,20260415,2026-04-15 21:10:58.591880270,2026-04-15 21:50:58.591880270,5.0,71.4,13.725,21.72,40,8.0,274.5,True,CCS2,False,False,False
387,76,161,20260418,2026-04-18 16:46:47.471691977,2026-04-18 17:30:47.471691977,5.0,81.4,16.549,21.64,44,10.0,397.18,True,CCS2,False,False,False
388,76,12,20260423,2026-04-23 09:22:49.253532486,2026-04-23 10:01:49.253532486,5.0,72.6,14.371,22.5,39,13.0,301.79,True,CCS2,False,False,False
389,76,23,20260511,2026-05-11 10:22:24.685294748,2026-05-11 11:13:24.685294748,5.0,71.6,14.185,16.45,51,14.0,297.88,True,CCS2,False,False,False
390,76,17,20260514,2026-05-14 17:20:19.427899270,2026-05-14 17:58:19.427899270,5.0,71.5,13.715,21.19,38,12.0,316.82,True,CCS2,False,False,False
391,76,63,20260518,2026-05-18 16:13:00.354571396,2026-05-18 22:10:00.354571396,5.0,97.7,18.944,3.0,357,19.0,189.44,True,TYPE 2,False,False,False
392,76,170,20260519,2026-05-19 20:07:58.755494403,2026-05-19 20:54:58.755494403,5.0,74.3,14.943,18.04,47,19.0,283.92,True,CCS2,False,False,False
393,76,12,20260531,2026-05-31 14:29:28.233143909,2026-05-31 15:25:28.233143909,5.0,81.6,16.073,16.74,56,12.0,337.53,True,CCS2,False,False,False
394,76,161,20260604,2026-06-04 17:27:44.166755118,2026-06-04 18:11:44.166755118,5.0,78.7,15.36,20.6,44,11.0,405.5,True,CCS2,False,False,False
395,76,42,20260606,2026-06-06 13:58:48.799826560,2026-06-06 14:39:48.799826560,5.0,70.1,13.334,19.18,41,13.0,266.68,True,CCS2,False,False,False
396,76,12,20260606,2026-06-06 22:17:43.121559010,2026-06-06 23:11:43.121559010,5.0,82.9,16.283,18.04,54,15.0,341.94,True,CCS2,False,False,False
397,76,142,20260610,2026-06-10 13:04:28.618429661,2026-06-10 17:59:28.618429661,18.2,97.1,16.585,3.13,295,13.0,190.73,True,TYPE 2,False,False,False
398,76,63,20260613,2026-06-13 11:59:58.506355592,2026-06-13 17:22:58.506355592,5.0,89.3,18.38,3.03,323,10.0,183.8,True,TYPE 2,False,False,False
399,76,23,20260619,2026-06-19 14:57:50.971113434,2026-06-19 15:40:50.971113434,5.0,71.4,14.146,20.21,43,10.0,297.07,True,CCS2,False,False,False
400,76,170,20260624,2026-06-24 15:57:21.058895873,2026-06-24 16:44:21.058895873,5.0,73.0,14.025,17.47,47,16.0,266.48,True,CCS2,False,False,False
401,76,54,20260625,2026-06-25 11:12:09.989048326,2026-06-25 12:05:09.989048326,5.0,82.5,16.327,18.61,53,13.0,359.19,True,CCS2,False,False,False
402,76,161,20260629,2026-06-29 14:34:26.024301154,2026-06-29 15:17:26.024301154,5.0,75.8,14.437,20.82,43,10.0,381.14,True,CCS2,False,False,False
403,76,63,20260706,2026-07-06 13:07:18.902492823,2026-07-06 18:32:18.902492823,5.0,93.7,18.756,3.17,325,8.0,206.32,True,TYPE 2,False,False,False
404,76,59,20260710,2026-07-10 15:45:05.413228388,2026-07-10 16:30:05.413228388,5.0,74.4,14.317,19.72,45,10.0,286.34,True,CCS2,False,False,False
405,76,170,20260717,2026-07-17 13:37:29.102067246,2026-07-17 14:20:29.102067246,5.0,72.8,14.652,19.54,43,10.0,278.39,True,CCS2,False,False,False
406,76,42,20260718,2026-07-18 11:09:52.683313504,2026-07-18 11:49:52.683313504,13.3,82.8,14.151,20.94,40,13.0,283.02,True,CCS2,False,False,False
407,76,54,20260718,2026-07-18 21:01:15.941281086,2026-07-18 21:43:15.941281086,10.5,82.4,15.581,21.3,42,10.0,311.62,True,CCS2,False,False,False
408,76,23,20260720,2026-07-20 14:24:08.284322317,2026-07-20 15:17:08.284322317,5.0,77.7,15.121,16.91,53,15.0,317.54,True,CCS2,False,False,False
409,76,124,20260802,2026-08-02 18:02:51.317796182,2026-08-02 18:45:51.317796182,10.5,81.1,15.118,20.0,43,13.0,294.8,True,CCS2,False,False,False
410,76,124,20260804,2026-08-04 16:14:56.400692022,2026-08-04 16:55:56.400692022,13.2,73.8,12.919,18.11,41,10.0,277.11,True,CCS2,False,False,False
411,76,63,20260806,2026-08-06 14:02:44.715607341,2026-08-06 19:10:44.715607341,5.0,88.9,17.244,3.16,308,15.0,379.48,True,TYPE 2,False,False,True
412,76,163,20260812,2026-08-12 14:49:17.379360667,2026-08-12 15:27:17.379360667,5.0,72.2,14.312,21.34,38,16.0,343.49,True,CCS2,False,False,False
413,76,23,20260814,2026-08-14 12:15:38.686740965,2026-08-14 13:03:38.686740965,5.0,83.4,16.141,20.31,48,8.0,372.86,True,CCS2,False,False,False
414,76,137,20260816,2026-08-16 11:37:34.269795085,2026-08-16 12:24:34.269795085,5.0,75.7,14.476,18.57,47,17.0,311.23,True,CCS2,False,False,False
415,76,12,20260824,2026-08-24 11:17:15.717057625,2026-08-24 11:59:15.717057625,5.0,71.7,13.586,19.33,42,19.0,313.84,True,CCS2,False,False,False
416,76,17,20260825,2026-08-25 09:38:56.710360832,2026-08-25 10:28:56.710360832,5.0,75.9,14.397,18.14,50,11.0,302.34,True,CCS2,False,False,False
417,76,42,20260829,2026-08-29 09:57:04.150595869,2026-08-29 10:44:04.150595869,5.0,82.9,15.905,21.15,47,9.0,318.1,True,CCS2,False,False,False
418,76,163,20260829,2026-08-29 16:26:41.930483940,2026-08-29 17:08:41.930483940,5.0,77.2,15.68,21.41,42,8.0,376.32,True,CCS2,False,False,False
419,76,23,20260903,2026-09-03 12:07:36.672756034,2026-09-03 12:58:36.672756034,5.0,74.9,14.518,17.1,51,8.0,304.88,True,CCS2,False,False,False
420,77,118,20260421,2026-04-21 17:07:19.842082478,2026-04-21 17:29:19.842082478,24.3,70.1,13.464,37.84,22,19.0,262.55,True,CCS2,False,False,False
421,77,34,20260522,2026-05-22 09:52:32.351291819,2026-05-22 15:42:32.351291819,18.6,88.4,20.103,3.15,350,18.0,221.13,True,TYPE 2,False,False,False
422,77,14,20260815,2026-08-15 12:35:52.097292548,2026-08-15 16:17:52.097292548,5.0,99.6,26.224,6.79,222,17.0,288.46,True,TYPE 2,False,False,False
423,77,92,20260825,2026-08-25 09:36:25.878036015,2026-08-25 12:09:25.878036015,25.6,92.5,18.663,6.98,153,8.0,223.96,True,TYPE 2,False,False,False
424,77,131,20260904,2026-09-04 08:57:25.936909792,2026-09-04 09:16:25.936909792,25.6,73.0,13.609,42.85,19,9.0,265.38,True,CCS2,False,False,False
425,77,177,20260905,2026-09-05 08:34:06.546913355,2026-09-05 11:15:06.546913355,20.7,88.9,19.211,6.73,161,8.0,201.72,True,TYPE 2,False,False,False
426,77,92,20260916,2026-09-16 12:55:26.509010271,2026-09-16 16:10:26.509010271,5.0,88.7,23.74,6.87,195,10.0,284.88,True,TYPE 2,False,False,False
427,79,60,20260326,2026-03-26 11:55:33.309007612,2026-03-26 12:59:33.309007612,5.0,79.8,20.532,19.85,64,9.0,410.64,True,CCS2,False,False,False
428,79,177,20260328,2026-03-28 13:36:29.123859236,2026-03-28 17:08:29.123859236,9.5,98.7,26.028,6.64,212,12.0,300.62,True,TYPE 2,False,False,False
429,79,148,20260402,2026-04-02 15:01:40.632914151,2026-04-02 15:34:40.632914151,5.0,77.4,20.838,40.28,33,9.0,354.25,True,CCS2,False,False,False
430,79,60,20260410,2026-04-10 10:48:26.550329451,2026-04-10 11:40:26.550329451,5.0,71.6,18.759,22.07,52,8.0,375.18,True,CCS2,False,False,False
431,79,148,20260411,2026-04-11 14:35:01.787470919,2026-04-11 15:15:01.787470919,5.0,83.9,21.999,32.97,40,8.0,411.38,True,CCS2,False,False,False
432,79,148,20260427,2026-04-27 19:53:06.677449908,2026-04-27 20:27:06.677449908,14.6,79.7,19.102,34.27,34,19.0,324.73,True,CCS2,False,False,False
433,79,131,20260429,2026-04-29 11:10:50.831945400,2026-04-29 11:48:50.831945400,5.0,83.3,21.781,36.94,38,9.0,467.2,True,CCS2,False,False,False
434,79,177,20260429,2026-04-29 21:14:16.334255821,2026-04-30 00:33:16.334255821,5.0,87.0,23.33,6.56,199,13.0,244.96,True,TYPE 2,False,False,False
435,79,148,20260503,2026-05-03 12:28:33.369327144,2026-05-03 13:03:33.369327144,5.0,80.1,21.237,37.02,35,13.0,361.03,True,CCS2,False,False,False
436,79,148,20260517,2026-05-17 20:16:27.193728507,2026-05-17 20:46:27.193728507,5.0,76.6,19.755,42.59,30,12.0,335.83,True,CCS2,False,False,False
437,79,180,20260518,2026-05-18 16:31:49.401967711,2026-05-18 17:06:49.401967711,5.0,81.7,22.431,38.35,35,14.0,448.62,True,CCS2,False,False,False
438,79,131,20260531,2026-05-31 15:35:27.534986987,2026-05-31 16:09:27.534986987,5.0,83.1,22.939,40.36,34,9.0,447.31,True,CCS2,False,False,False
439,79,92,20260608,2026-06-08 15:46:15.414593301,2026-06-08 19:28:15.414593301,6.6,99.7,26.695,6.68,222,11.0,320.34,True,TYPE 2,False,False,False
440,79,82,20260611,2026-06-11 13:31:02.165079510,2026-06-11 21:07:02.165079510,6.0,92.4,24.308,2.97,456,14.0,379.48,True,TYPE 2,False,False,True
441,79,148,20260624,2026-06-24 13:19:04.144019793,2026-06-24 13:51:04.144019793,5.0,82.8,21.809,40.1,32,19.0,370.75,True,CCS2,False,False,False
442,79,60,20260625,2026-06-25 10:42:09.039292672,2026-06-25 11:39:09.039292672,5.0,84.1,22.218,23.76,57,9.0,444.36,True,CCS2,False,False,False
443,79,177,20260629,2026-06-29 13:57:09.148253937,2026-06-29 17:07:09.148253937,5.0,89.0,23.333,6.97,190,8.0,245.0,True,TYPE 2,False,False,False
444,79,44,20260714,2026-07-14 16:59:11.876746136,2026-07-14 17:25:11.876746136,5.0,73.1,19.153,43.37,26,19.0,383.06,True,CCS2,False,False,False
445,79,14,20260716,2026-07-16 14:04:43.977963013,2026-07-16 17:17:43.977963013,5.0,86.4,23.941,6.75,193,15.0,263.35,True,TYPE 2,False,False,False
446,79,60,20260718,2026-07-18 12:07:28.066866014,2026-07-18 12:49:28.066866014,5.0,71.4,19.237,26.2,42,9.0,423.21,True,CCS2,False,True,False
447,79,131,20260718,2026-07-18 17:37:57.898752559,2026-07-18 18:16:57.898752559,5.0,76.9,19.894,32.69,39,9.0,387.93,True,CCS2,False,False,False
448,79,14,20260720,2026-07-20 10:04:38.022295311,2026-07-20 13:40:38.022295311,5.0,95.4,25.527,6.66,216,10.0,280.8,True,TYPE 2,False,False,False
449,79,92,20260728,2026-07-28 18:54:10.738299215,2026-07-28 22:33:10.738299215,5.0,98.2,27.407,6.76,219,14.0,361.77,True,TYPE 2,False,False,False
450,79,92,20260814,2026-08-14 11:33:56.979753319,2026-08-14 14:47:56.979753319,5.0,90.4,23.458,6.96,194,9.0,281.5,True,TYPE 2,False,False,False
451,79,131,20260828,2026-08-28 18:54:58.243546158,2026-08-28 19:30:58.243546158,5.0,82.2,22.664,38.16,36,13.0,441.95,True,CCS2,False,False,False
452,79,177,20260903,2026-09-03 11:27:49.285264361,2026-09-03 14:58:49.285264361,5.0,90.8,24.732,6.5,211,12.0,285.65,True,TYPE 2,False,False,False
453,79,82,20260904,2026-09-04 18:48:45.465968348,2026-09-05 02:29:45.465968348,5.0,93.8,24.969,3.03,461,19.0,299.63,True,TYPE 2,False,False,False
454,81,153,20260430,2026-04-30 12:20:32.185963733,2026-04-30 12:40:32.185963733,28.0,75.7,14.085,44.07,20,4.0,263.39,True,CCS2,False,False,False
455,81,153,20260523,2026-05-23 09:48:16.379290409,2026-05-23 10:21:16.379290409,5.0,82.0,21.636,43.48,33,7.0,367.81,True,CCS2,False,False,False
456,81,66,20260612,2026-06-12 10:37:37.568353327,2026-06-12 11:06:37.568353327,9.1,72.1,17.546,38.59,29,0.0,386.01,True,CCS2,False,False,False
457,81,159,20260713,2026-07-13 09:50:27.174308597,2026-07-13 13:21:27.174308597,13.7,99.8,24.621,6.54,211,6.0,320.07,True,TYPE 2,False,False,False
458,81,105,20260910,2026-09-10 13:51:34.231343699,2026-09-10 14:19:34.231343699,17.9,81.9,18.487,39.97,28,6.0,425.2,True,CCS2,False,False,False
459,82,73,20260524,2026-05-24 17:26:53.928997137,2026-05-24 20:08:53.928997137,25.7,99.6,19.096,6.66,162,10.0,210.06,True,TYPE 2,False,False,False
460,82,9,20260630,2026-06-30 12:45:26.452079438,2026-06-30 13:35:26.452079438,19.4,79.9,15.4,19.12,50,14.0,323.4,True,CCS2,False,False,False
461,84,148,20260507,2026-05-07 20:01:17.961322496,2026-05-07 20:51:17.961322496,5.4,81.7,36.608,44.18,50,10.0,622.34,True,CCS2,False,False,False
462,84,148,20260512,2026-05-12 09:30:39.265707308,2026-05-12 10:19:39.265707308,5.0,70.3,32.631,38.04,49,18.0,554.73,True,CCS2,False,False,False
463,84,34,20260513,2026-05-13 13:34:25.987815862,2026-05-14 02:39:25.987815862,5.0,90.9,42.318,2.97,785,9.0,512.05,True,TYPE 2,False,False,False
464,84,177,20260522,2026-05-22 10:15:21.254189148,2026-05-22 16:01:21.254189148,5.0,89.4,40.938,6.63,346,8.0,429.85,True,TYPE 2,False,False,False
465,84,118,20260529,2026-05-29 17:26:47.910176035,2026-05-29 18:21:47.910176035,10.7,73.0,31.158,33.19,55,10.0,607.58,True,CCS2,False,False,False
466,84,60,20260608,2026-06-08 20:30:55.615836263,2026-06-08 21:49:55.615836263,5.0,77.9,36.01,25.79,79,9.0,792.22,True,CCS2,False,False,False
467,84,14,20260612,2026-06-12 14:33:06.242460339,2026-06-12 19:20:06.242460339,19.4,90.1,35.278,6.77,287,14.0,388.06,True,TYPE 2,False,False,False
468,84,34,20260615,2026-06-15 21:22:38.837334022,2026-06-16 10:58:38.837334022,5.0,96.4,44.083,3.03,816,11.0,484.91,True,TYPE 2,False,False,False
469,84,44,20260619,2026-06-19 23:23:10.495081289,2026-06-20 00:26:10.495081289,5.0,78.5,34.81,33.85,63,9.0,379.48,True,CCS2,False,False,True
470,84,14,20260622,2026-06-22 17:33:05.715228631,2026-06-22 23:27:05.715228631,5.0,95.3,45.832,6.96,354,13.0,504.15,True,TYPE 2,False,False,False
471,84,14,20260624,2026-06-24 14:18:41.249339800,2026-06-24 20:00:41.249339800,7.8,94.0,42.19,6.91,342,18.0,464.09,True,TYPE 2,False,False,False
472,84,148,20260629,2026-06-29 22:37:48.150771799,2026-06-29 23:15:48.150771799,20.5,74.5,27.1,42.31,38,14.0,379.48,True,CCS2,False,False,True
473,84,118,20260704,2026-07-04 13:13:46.393818729,2026-07-04 14:15:46.393818729,5.0,75.8,34.562,33.19,62,18.0,673.96,True,CCS2,False,False,False
474,84,34,20260715,2026-07-15 14:27:48.189479040,2026-07-16 02:46:48.189479040,13.7,98.8,43.283,3.12,739,10.0,476.11,True,TYPE 2,False,False,False
475,84,82,20260805,2026-08-05 15:05:24.712964991,2026-08-06 03:19:24.712964991,5.0,85.8,40.204,2.98,734,9.0,482.45,True,TYPE 2,False,True,False
476,84,148,20260810,2026-08-10 16:04:05.451081832,2026-08-10 17:09:05.451081832,5.0,85.0,38.935,35.4,65,19.0,661.89,True,CCS2,False,False,False
477,84,82,20260815,2026-08-15 12:03:01.755659492,2026-08-16 01:58:01.755659492,5.0,97.2,44.733,2.99,835,11.0,536.8,True,TYPE 2,False,False,False
478,84,82,20260907,2026-09-07 19:35:42.935972645,2026-09-08 08:27:42.935972645,5.0,89.6,41.591,2.98,772,15.0,499.09,True,TYPE 2,False,False,False
479,84,131,20260912,2026-09-12 17:37:33.792790927,2026-09-12 18:21:33.792790927,10.4,73.0,31.377,43.33,44,17.0,673.04,True,CCS2,False,False,False
480,84,76,20260912,2026-09-12 22:44:59.017454695,2026-09-12 23:46:59.017454695,5.0,78.0,36.689,32.82,62,14.0,807.16,True,CCS2,False,False,False
481,85,49,20260815,2026-08-15 14:39:42.800615505,2026-08-15 15:11:42.800615505,16.4,73.0,27.184,50.94,32,0.0,543.68,True,CCS2,False,False,False
482,85,11,20260816,2026-08-16 16:59:53.556749333,2026-08-16 17:37:53.556749333,27.8,80.5,26.747,42.61,38,5.0,561.69,True,CCS2,False,False,False
483,88,161,20260531,2026-05-31 13:16:58.988838280,2026-05-31 13:53:58.988838280,29.7,84.6,11.332,19.7,37,18.0,271.97,True,CCS2,False,False,False
484,89,142,20260526,2026-05-26 18:26:30.125375975,2026-05-26 20:56:30.125375975,26.5,95.9,18.898,6.89,150,15.0,239.06,True,TYPE 2,False,False,False
485,91,76,20260325,2026-03-25 09:04:12.018802561,2026-03-25 10:00:12.018802561,5.0,72.0,22.208,22.41,56,17.0,444.16,True,CCS2,False,False,False
486,91,34,20260416,2026-04-16 18:48:10.483426961,2026-04-17 01:48:10.483426961,20.4,89.7,22.709,3.0,420,19.0,249.8,True,TYPE 2,False,False,False
487,91,76,20260426,2026-04-26 12:53:34.798595314,2026-04-26 13:55:34.798595314,5.0,83.6,25.674,24.85,62,15.0,513.48,True,CCS2,False,False,False
488,91,177,20260529,2026-05-29 13:26:59.648796802,2026-05-29 16:58:59.648796802,15.0,90.5,25.072,6.6,212,17.0,289.58,True,TYPE 2,False,False,False
489,91,131,20260602,2026-06-02 14:07:49.697965240,2026-06-02 14:47:49.697965240,27.9,77.2,15.668,24.45,40,11.0,305.53,True,CCS2,False,False,False
490,91,14,20260615,2026-06-15 15:24:17.669799574,2026-06-15 18:59:17.669799574,11.8,93.7,26.986,6.94,215,15.0,296.85,True,TYPE 2,False,False,False
491,91,177,20260620,2026-06-20 11:30:14.728021919,2026-06-20 15:03:14.728021919,12.9,92.9,26.473,6.82,213,18.0,305.76,True,TYPE 2,False,False,False
492,91,44,20260701,2026-07-01 07:37:10.272275429,2026-07-01 08:37:10.272275429,5.0,80.9,24.741,24.26,60,12.0,494.82,True,CCS2,False,False,False
493,91,60,20260714,2026-07-14 13:15:27.295703578,2026-07-14 14:10:27.295703578,18.5,80.0,20.275,20.83,55,12.0,405.5,True,CCS2,False,False,False
